date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,8541.95,0.421,5.96,2.61,27,20,10495.52,234.45,-234.45,0.0,234.45,1.0,9214.38,193.21,0.0,-106.79,0.0,-479.22,479.22,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,8824.36,0.4229,5.93,2.61,27,20,10703.71,240.97,-240.97,0.0,240.97,1.0,9397.15,198.87,0.0,-101.13,0.0,-373.92,373.92,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8777.35,0.417,5.9,2.62,24,20,10848.27,237.95,-237.95,0.0,237.95,1.0,9524.07,196.12,0.0,-103.88,0.0,-550.6,550.6,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8638.75,0.4221,5.9,2.62,26,20,10617.28,238.02,-238.02,0.0,238.02,1.0,9321.28,196.57,0.0,-103.43,0.0,-485.96,485.96,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8420.0,0.4101,5.92,2.62,26,20,10565.9,224.93,-224.93,0.0,224.93,1.0,9276.16,184.84,0.0,-115.16,0.0,-671.32,671.32,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8425.38,0.3977,5.89,2.62,26,20,10580.32,212.81,-212.81,0.0,212.81,1.0,9288.82,174.1,0.0,-125.9,0.0,-689.34,689.34,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8698.53,0.4005,5.9,2.63,25,20,10785.77,219.82,-219.82,0.0,219.82,1.0,9469.19,180.01,0.0,-119.99,0.0,-590.65,590.65,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8657.13,0.3897,5.92,2.63,25,20,10722.47,207.73,-207.73,0.0,207.73,1.0,9413.63,169.28,0.0,-130.72,0.0,-587.22,587.22,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8616.18,0.3881,5.89,2.63,26,20,10555.63,202.79,-202.79,0.0,202.79,1.0,9267.15,165.24,0.0,-134.76,0.0,-485.73,485.73,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8635.84,0.4026,5.86,2.63,26,20,10290.67,211.62,-211.62,0.0,211.62,1.0,9034.53,173.62,0.0,-126.38,0.0,-225.07,225.07,1.0
