date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9109.05,0.421,5.96,2.61,20,15,10396.97,204.43,-204.43,0.0,204.43,1.0,9312.93,173.62,0.0,-126.38,0.0,-30.26,30.26,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9120.48,0.4229,5.93,2.61,20,15,10603.2,210.11,-210.11,0.0,210.11,1.0,9497.66,178.66,0.0,-121.34,0.0,-198.52,198.52,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8808.09,0.417,5.9,2.62,19,15,10746.41,207.53,-207.53,0.0,207.53,1.0,9625.93,176.27,0.0,-123.73,0.0,-641.57,641.57,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8921.12,0.4221,5.9,2.62,19,15,10517.59,207.56,-207.56,0.0,207.56,1.0,9420.97,176.59,0.0,-123.41,0.0,-323.26,323.26,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8535.96,0.4101,5.92,2.62,19,15,10466.69,196.22,-196.22,0.0,196.22,1.0,9375.37,166.25,0.0,-133.75,0.0,-673.16,673.16,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8541.95,0.3977,5.89,2.62,19,15,10480.97,185.72,-185.72,0.0,185.72,1.0,9388.17,156.77,0.0,-143.23,0.0,-689.45,689.45,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8824.36,0.4005,5.9,2.63,18,15,10684.49,191.82,-191.82,0.0,191.82,1.0,9570.47,162.05,0.0,-137.95,0.0,-584.06,584.06,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8777.35,0.3897,5.92,2.63,18,15,10621.79,181.34,-181.34,0.0,181.34,1.0,9514.31,152.56,0.0,-147.44,0.0,-584.4,584.4,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8638.75,0.3881,5.89,2.63,20,15,10456.52,177.04,-177.04,0.0,177.04,1.0,9366.26,148.94,0.0,-151.06,0.0,-578.57,578.57,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8420.0,0.4026,5.86,2.63,20,15,10194.04,184.67,-184.67,0.0,184.67,1.0,9131.16,156.25,0.0,-143.75,0.0,-554.91,554.91,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8425.38,0.4259,5.86,2.64,20,15,9890.21,198.27,-198.27,0.0,198.27,1.0,8859.01,169.06,0.0,-130.94,0.0,-264.57,264.57,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8698.53,0.5187,5.85,2.64,20,15,9354.47,261.5,-261.5,0.0,261.5,1.0,8379.13,227.94,0.0833,227.94,0.0833,227.94,-227.94,0.9167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8657.13,0.5092,5.85,2.64,19,15,9488.33,257.44,-257.44,0.0,257.44,1.0,8499.03,224.02,0.0769,-75.98,0.1538,224.02,-224.02,0.8462
2000-04-18,9220.96,9307.03,9389.35,9220.96,8616.18,0.5301,5.84,2.64,20,15,9818.92,284.17,-284.17,0.0,284.17,1.0,8795.14,248.3,0.0714,-51.7,0.1429,69.34,-69.34,0.8571
2000-04-19,9435.02,9104.4,9477.67,9104.4,8635.84,0.5287,5.84,2.65,20,15,9605.14,276.83,-276.83,0.0,276.83,1.0,8603.66,241.81,0.0667,-58.19,0.2,241.81,-241.81,0.8
