date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,8541.95,0.421,5.96,2.61,27,20,10446.25,248.76,-248.76,0.0,248.76,1.0,9263.65,208.22,0.0,-91.78,0.0,-513.48,513.48,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,8824.36,0.4229,5.93,2.61,27,20,10653.46,255.59,-255.59,0.0,255.59,1.0,9447.4,214.23,0.0,-85.77,0.0,-408.81,408.81,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8777.35,0.417,5.9,2.62,24,20,10797.34,252.67,-252.67,0.0,252.67,1.0,9575.0,211.53,0.0,-88.47,0.0,-586.12,586.12,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8638.75,0.4221,5.9,2.62,26,20,10567.44,252.51,-252.51,0.0,252.51,1.0,9371.12,211.78,0.0,-88.22,0.0,-520.59,520.59,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8420.0,0.4101,5.92,2.62,26,20,10516.29,239.14,-239.14,0.0,239.14,1.0,9325.77,199.67,0.0,-100.33,0.0,-706.1,706.1,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8425.38,0.3977,5.89,2.62,26,20,10530.64,226.8,-226.8,0.0,226.8,1.0,9338.5,188.61,0.0,-111.39,0.0,-724.51,724.51,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8698.53,0.4005,5.9,2.63,25,20,10735.13,234.14,-234.14,0.0,234.14,1.0,9519.83,194.89,0.0,-105.11,0.0,-626.41,626.41,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8657.13,0.3897,5.92,2.63,25,20,10672.13,221.76,-221.76,0.0,221.76,1.0,9463.97,183.76,0.0,-116.24,0.0,-623.08,623.08,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8616.18,0.3881,5.89,2.63,26,20,10506.07,216.56,-216.56,0.0,216.56,1.0,9316.71,179.44,0.0,-120.56,0.0,-521.09,521.09,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8635.84,0.4026,5.86,2.63,26,20,10242.36,225.32,-225.32,0.0,225.32,1.0,9082.84,187.87,0.0,-112.13,0.0,-259.13,259.13,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8559.87,0.4259,5.86,2.64,26,20,9937.09,241.06,-241.06,0.0,241.06,1.0,8812.13,202.67,0.0,-97.33,0.0,-49.59,49.59,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8349.91,0.5187,5.85,2.64,26,20,9398.81,314.59,-314.59,0.0,314.59,1.0,8334.79,270.86,0.0833,270.86,0.0833,270.86,-270.86,0.9167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8560.44,0.5092,5.85,2.64,25,20,9533.3,309.98,-309.98,0.0,309.98,1.0,8454.06,266.4,0.0769,-33.6,0.1538,266.4,-266.4,0.8462
2000-04-18,9220.96,9307.03,9389.35,9220.96,8465.02,0.5301,5.84,2.64,27,20,9865.45,341.52,-341.52,0.0,341.52,1.0,8748.61,294.8,0.0714,-5.2,0.1429,11.21,-11.21,0.8571
2000-04-19,9435.02,9104.4,9477.67,9104.4,8727.82,0.5287,5.84,2.65,27,20,9650.66,332.74,-332.74,0.0,332.74,1.0,8558.14,287.12,0.0667,-12.88,0.2,287.12,-287.12,0.8
2000-04-20,9084.86,9109.05,9175.75,8943.89,9085.74,0.5126,5.85,2.65,27,20,9655.59,317.22,-317.22,0.0,317.22,1.0,8562.51,272.84,0.0625,-27.16,0.25,272.84,-272.84,0.75
2000-04-21,9130.32,9120.48,9243.04,9105.31,9087.21,0.497,5.84,2.65,27,20,9667.71,302.47,-302.47,0.0,302.47,1.0,8573.25,259.33,0.0588,-40.67,0.2941,259.33,-259.33,0.7059
2000-04-24,9128.95,8808.09,9128.95,8808.09,9119.77,0.5204,5.81,2.66,25,20,9336.58,313.96,-313.96,0.0,313.96,1.0,8279.6,270.66,0.1111,270.66,0.3333,270.66,-270.66,0.6667
2000-04-25,8711.68,8921.12,8923.27,8672.41,8820.35,0.5096,5.82,2.66,25,20,9456.39,307.73,-307.73,0.0,307.73,1.0,8385.85,264.7,0.1053,-35.3,0.3684,264.7,-264.7,0.6316
