date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9109.05,0.421,5.96,2.61,20,15,10249.15,250.75,-250.75,0.0,250.75,1.0,9460.75,222.14,0.0,-77.86,0.0,-129.56,129.56,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9120.48,0.4229,5.93,2.61,20,15,10452.45,257.43,-257.43,0.0,257.43,1.0,9648.41,228.29,0.0,-71.71,0.0,-299.64,299.64,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8808.09,0.417,5.9,2.62,19,15,10593.62,255.19,-255.19,0.0,255.19,1.0,9778.72,226.16,0.0,-73.84,0.0,-744.47,744.47,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8921.12,0.4221,5.9,2.62,19,15,10368.05,254.45,-254.45,0.0,254.45,1.0,9570.51,225.78,0.0,-74.22,0.0,-423.61,423.61,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8535.96,0.4101,5.92,2.62,19,15,10317.87,242.3,-242.3,0.0,242.3,1.0,9524.19,214.35,0.0,-85.65,0.0,-773.88,773.88,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8541.95,0.3977,5.89,2.62,19,15,10331.95,231.21,-231.21,0.0,231.21,1.0,9537.19,204.02,0.0,-95.98,0.0,-791.22,791.22,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8824.36,0.4005,5.9,2.63,18,15,10532.58,238.35,-238.35,0.0,238.35,1.0,9722.38,210.44,0.0,-89.56,0.0,-687.58,687.58,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8777.35,0.3897,5.92,2.63,18,15,10470.77,227.01,-227.01,0.0,227.01,1.0,9665.33,199.83,0.0,-100.17,0.0,-688.15,688.15,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8638.75,0.3881,5.89,2.63,20,15,10307.85,221.9,-221.9,0.0,221.9,1.0,9514.93,195.34,0.0,-104.66,0.0,-680.84,680.84,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8420.0,0.4026,5.86,2.63,20,15,10049.1,229.15,-229.15,0.0,229.15,1.0,9276.1,202.58,0.0,-97.42,0.0,-653.52,653.52,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8425.38,0.4259,5.86,2.64,20,15,9749.59,242.52,-242.52,0.0,242.52,1.0,8999.63,215.58,0.0,-84.42,0.0,-358.67,358.67,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8698.53,0.5187,5.85,2.64,20,15,9221.47,306.46,-306.46,0.0,306.46,1.0,8512.13,276.76,0.0,-23.24,0.0833,276.76,-276.76,0.9167
