date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9109.05,0.421,5.96,2.61,20,15,10495.52,177.46,-177.46,0.0,177.46,1.0,9214.38,145.7,0.0,-154.3,0.0,40.37,-40.37,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9120.48,0.4229,5.93,2.61,20,15,10703.71,182.54,-182.54,0.0,182.54,1.0,9397.15,150.08,0.0,-149.92,0.0,-126.59,126.59,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8808.09,0.417,5.9,2.62,19,15,10848.27,179.84,-179.84,0.0,179.84,1.0,9524.07,147.63,0.0,-152.37,0.0,-568.35,568.35,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8921.12,0.4221,5.9,2.62,19,15,10617.28,180.26,-180.26,0.0,180.26,1.0,9321.28,148.28,0.0,-151.72,0.0,-251.88,251.88,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8535.96,0.4101,5.92,2.62,19,15,10565.9,169.51,-169.51,0.0,169.51,1.0,9276.16,138.73,0.0,-161.27,0.0,-601.47,601.47,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8541.95,0.3977,5.89,2.62,19,15,10580.32,159.51,-159.51,0.0,159.51,1.0,9288.82,129.91,0.0,-170.09,0.0,-616.96,616.96,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8824.36,0.4005,5.9,2.63,18,15,10785.77,164.97,-164.97,0.0,164.97,1.0,9469.19,134.51,0.0,-165.49,0.0,-510.32,510.32,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8777.35,0.3897,5.92,2.63,18,15,10722.47,155.13,-155.13,0.0,155.13,1.0,9413.63,125.83,0.0,-174.17,0.0,-510.45,510.45,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8638.75,0.3881,5.89,2.63,20,15,10555.63,151.32,-151.32,0.0,151.32,1.0,9267.15,122.71,0.0,-177.29,0.0,-505.69,505.69,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8420.0,0.4026,5.86,2.63,20,15,10290.67,158.97,-158.97,0.0,158.97,1.0,9034.53,129.85,0.0,-170.15,0.0,-484.68,484.68,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8425.38,0.4259,5.86,2.64,20,15,9983.96,172.47,-172.47,0.0,172.47,1.0,8765.26,142.24,0.0,-157.76,0.0,-197.64,197.64,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8698.53,0.5187,5.85,2.64,20,15,9443.14,234.5,-234.5,0.0,234.5,1.0,8290.46,198.81,0.0833,198.81,0.0833,198.81,-198.81,0.9167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8657.13,0.5092,5.85,2.64,19,15,9578.27,230.28,-230.28,0.0,230.28,1.0,8409.09,194.81,0.1538,194.81,0.1538,194.81,-194.81,0.8462
2000-04-18,9220.96,9307.03,9389.35,9220.96,8616.18,0.5301,5.84,2.64,20,15,9911.99,255.57,-255.57,0.0,255.57,1.0,8702.07,217.3,0.1429,-82.7,0.1429,131.41,-131.41,0.8571
2000-04-19,9435.02,9104.4,9477.67,9104.4,8635.84,0.5287,5.84,2.65,20,15,9696.19,248.88,-248.88,0.0,248.88,1.0,8512.61,211.54,0.1333,-88.46,0.2,211.54,-211.54,0.8
2000-04-20,9084.86,9109.05,9175.75,8943.89,8559.87,0.5126,5.85,2.65,20,15,9701.14,235.95,-235.95,0.0,235.95,1.0,8516.96,199.79,0.125,-100.21,0.25,199.79,-199.79,0.75
2000-04-21,9130.32,9120.48,9243.04,9105.31,8349.91,0.497,5.84,2.65,20,15,9713.31,223.67,-223.67,0.0,223.67,1.0,8527.65,188.7,0.1176,-111.3,0.2353,10.96,-10.96,0.7647
2000-04-24,9128.95,8808.09,9128.95,8808.09,8560.44,0.5204,5.81,2.66,18,15,9380.62,234.17,-234.17,0.0,234.17,1.0,8235.56,198.78,0.1667,198.78,0.2778,198.78,-198.78,0.7222
2000-04-25,8711.68,8921.12,8923.27,8672.41,8465.02,0.5096,5.82,2.66,20,15,9500.99,228.65,-228.65,0.0,228.65,1.0,8341.25,193.59,0.2105,193.59,0.3158,193.59,-193.59,0.6842
2000-04-26,8992.62,8535.96,9022.77,8465.76,8727.82,0.5531,5.86,2.66,20,15,9090.8,252.08,-252.08,0.0,252.08,1.0,7981.12,215.38,0.25,215.38,0.35,215.38,-215.38,0.65
2000-04-27,8587.03,8541.95,8633.39,8458.4,9085.74,0.5363,5.84,2.66,20,15,9097.18,239.29,-239.29,0.0,239.29,1.0,7986.72,203.79,0.2857,203.79,0.381,203.79,-203.79,0.619
2000-04-28,8595.01,8824.36,8860.5,8478.48,9087.21,0.5513,5.86,2.66,20,15,9397.94,259.15,-259.15,0.0,259.15,1.0,8250.78,221.35,0.3182,221.35,0.4091,221.35,-221.35,0.5909
2000-04-29,8835.17,8777.35,8906.67,8725.38,9119.77,0.5354,5.86,2.67,20,15,9347.88,245.18,-245.18,0.0,245.18,1.0,8206.82,208.72,0.3478,208.72,0.4348,208.72,-208.72,0.5652
2000-05-02,8836.83,8638.75,8838.78,8636.27,8820.35,0.5267,5.86,2.67,18,15,9200.27,234.65,-234.65,0.0,234.65,1.0,8077.23,199.37,0.375,199.37,0.4583,199.37,-199.37,0.5417
