date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9921.03,0.421,5.96,2.61,7,4,9904.22,212.8,-195.99,1.0,195.99,0.0,9805.68,205.53,1.0,205.53,1.0,205.53,-205.53,0.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9934.57,0.4229,5.93,2.61,7,4,10100.68,218.07,-218.07,0.5,218.07,0.5,10000.18,210.71,0.5,-89.29,0.5,145.1,-145.1,0.5
2000-04-05,9923.74,10186.17,10238.11,9923.74,10068.05,0.417,5.9,2.62,6,5,10237.1,217.56,-217.56,0.3333,217.56,0.6667,10135.24,210.2,0.3333,-89.8,0.3333,143.01,-143.01,0.6667
2000-04-06,10225.77,9969.28,10328.98,9969.28,9911.39,0.4221,5.9,2.62,6,5,10019.13,215.78,-215.78,0.25,215.78,0.75,9919.43,208.56,0.25,-91.44,0.25,200.52,-200.52,0.75
2000-04-07,10035.26,9921.03,10128.26,9913.38,9662.6,0.4101,5.92,2.62,6,5,9970.64,208.1,-208.1,0.2,208.1,0.8,9871.42,200.93,0.2,-99.07,0.2,-7.89,7.89,0.8
2000-04-08,10009.75,9934.57,10061.03,9894.26,9374.61,0.3977,5.89,2.62,6,5,9984.24,201.44,-201.44,0.1667,201.44,0.8333,9884.9,194.36,0.1667,-105.64,0.1667,-315.93,315.93,0.8333
2000-04-10,9962.65,10127.48,10168.72,9956.65,8866.8,0.4005,5.9,2.63,5,5,10178.12,206.96,-206.96,0.1429,206.96,0.8571,10076.84,199.71,0.1429,-100.29,0.1429,-1010.33,1010.33,0.8571
2000-04-11,10104.87,10068.05,10194.91,10059.41,8993.68,0.3897,5.92,2.63,6,5,10118.39,199.66,-199.66,0.125,199.66,0.875,10017.71,192.48,0.125,-107.52,0.125,-831.55,831.55,0.875
2000-04-12,10067.27,9911.39,10149.32,9909.03,9307.03,0.3881,5.89,2.63,6,5,9960.95,195.6,-195.6,0.1111,195.6,0.8889,9861.83,188.59,0.1111,-111.41,0.1111,-366.21,366.21,0.8889
2000-04-13,9720.67,9662.6,9746.99,9564.72,9104.4,0.4026,5.86,2.63,6,5,9710.91,198.54,-198.54,0.1,198.54,0.9,9614.29,191.7,0.1,-108.3,0.1,-318.19,318.19,0.9
2000-04-14,9517.45,9374.61,9662.12,9374.49,9109.05,0.4259,5.86,2.64,6,5,9421.48,204.89,-204.89,0.0909,204.89,0.9091,9327.74,198.19,0.0909,-101.81,0.0909,-20.5,20.5,0.9091
