date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9921.03,0.421,5.96,2.61,7,4,10199.87,105.35,-105.35,0.0,105.35,1.0,9510.03,94.87,1.0,94.87,1.0,94.87,-94.87,0.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9934.57,0.4229,5.93,2.61,7,4,10402.2,108.36,-108.36,0.0,108.36,1.0,9698.66,97.65,1.0,97.65,1.0,97.65,-97.65,0.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,10068.05,0.417,5.9,2.62,6,5,10542.69,106.85,-106.85,0.0,106.85,1.0,9829.65,96.21,1.0,96.21,1.0,96.21,-96.21,0.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,9911.39,0.4221,5.9,2.62,6,5,10318.2,107.03,-107.03,0.0,107.03,1.0,9620.36,96.48,1.0,96.48,1.0,96.48,-96.48,0.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,9662.6,0.4101,5.92,2.62,6,5,10268.27,100.79,-100.79,0.0,100.79,1.0,9573.79,90.61,1.0,90.61,1.0,90.61,-90.61,0.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,9374.61,0.3977,5.89,2.62,6,5,10282.28,95.01,-95.01,0.0,95.01,1.0,9586.86,85.2,0.8333,-214.8,0.8333,-127.05,127.05,0.1667
2000-04-10,9962.65,10127.48,10168.72,9956.65,8866.8,0.4005,5.9,2.63,5,5,10481.94,98.22,-98.22,0.0,98.22,1.0,9773.02,88.13,0.7143,-211.87,0.7143,-818.09,818.09,0.2857
2000-04-11,10104.87,10068.05,10194.91,10059.41,8993.68,0.3897,5.92,2.63,6,5,10420.43,92.49,-92.49,0.0,92.49,1.0,9715.67,82.76,0.625,-217.24,0.625,-639.23,639.23,0.375
2000-04-12,10067.27,9911.39,10149.32,9909.03,9307.03,0.3881,5.89,2.63,6,5,10258.29,90.25,-90.25,0.0,90.25,1.0,9564.49,80.75,0.5556,-219.25,0.5556,-176.71,176.71,0.4444
2000-04-13,9720.67,9662.6,9746.99,9564.72,9104.4,0.4026,5.86,2.63,6,5,10000.79,94.64,-94.64,0.0,94.64,1.0,9324.41,85.0,0.5,-215.0,0.5,-135.01,135.01,0.5
2000-04-14,9517.45,9374.61,9662.12,9374.49,9109.05,0.4259,5.86,2.64,6,5,9702.72,102.38,-102.38,0.0,102.38,1.0,9046.5,92.42,0.4545,-207.58,0.5455,92.42,-92.42,0.4545
2000-04-15,9086.36,8866.8,9086.36,8780.08,9120.48,0.5187,5.85,2.64,6,5,9177.14,138.06,-138.06,0.0,138.06,1.0,8556.46,126.43,0.5,126.43,0.5833,126.43,-126.43,0.4167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8808.09,0.5092,5.85,2.64,7,5,9308.46,135.67,-135.67,0.0,135.67,1.0,8678.9,124.1,0.5385,124.1,0.6154,124.1,-124.1,0.3846
