date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9109.05,0.421,5.96,2.61,20,15,10150.6,285.8,-285.8,0.0,285.8,1.0,9559.3,259.11,0.0,-40.89,0.0,-191.14,191.14,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9120.48,0.4229,5.93,2.61,20,15,10351.94,293.22,-293.22,0.0,293.22,1.0,9748.92,266.07,0.0,-33.93,0.0,-362.37,362.37,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8808.09,0.417,5.9,2.62,19,15,10491.76,291.31,-291.31,0.0,291.31,1.0,9880.58,264.23,0.0,-35.77,0.0,-808.26,808.26,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8921.12,0.4221,5.9,2.62,19,15,10268.36,289.91,-289.91,0.0,289.91,1.0,9670.2,263.23,0.0,-36.77,0.0,-485.85,485.85,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8535.96,0.4101,5.92,2.62,19,15,10218.66,277.31,-277.31,0.0,277.31,1.0,9623.4,251.16,0.0,-48.84,0.0,-836.28,836.28,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8541.95,0.3977,5.89,2.62,19,15,10232.61,265.96,-265.96,0.0,265.96,1.0,9636.53,240.4,0.0,-59.6,0.0,-854.18,854.18,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8824.36,0.4005,5.9,2.63,18,15,10431.3,273.84,-273.84,0.0,273.84,1.0,9823.66,247.64,0.0,-52.36,0.0,-751.66,751.66,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8777.35,0.3897,5.92,2.63,18,15,10370.09,262.0,-262.0,0.0,262.0,1.0,9766.01,236.35,0.0,-63.65,0.0,-752.31,752.31,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8638.75,0.3881,5.89,2.63,20,15,10208.73,256.29,-256.29,0.0,256.29,1.0,9614.05,231.24,0.0,-68.76,0.0,-744.06,744.06,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8420.0,0.4026,5.86,2.63,20,15,9952.48,263.06,-263.06,0.0,263.06,1.0,9372.72,238.16,0.0,-61.84,0.0,-714.56,714.56,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8425.38,0.4259,5.86,2.64,20,15,9655.85,275.94,-275.94,0.0,275.94,1.0,9093.37,250.95,0.0,-49.05,0.0,-417.04,417.04,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8698.53,0.5187,5.85,2.64,20,15,9132.8,339.55,-339.55,0.0,339.55,1.0,8600.8,312.79,0.0,12.79,0.0833,312.79,-312.79,0.9167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8657.13,0.5092,5.85,2.64,19,15,9263.49,336.22,-336.22,0.0,336.22,1.0,8723.87,309.42,0.0,9.42,0.0769,242.68,-242.68,0.9231
2000-04-18,9220.96,9307.03,9389.35,9220.96,8616.18,0.5301,5.84,2.64,20,15,9586.24,366.55,-366.55,0.0,366.55,1.0,9027.82,338.17,0.0,38.17,0.0714,-73.47,73.47,0.9286
2000-04-19,9435.02,9104.4,9477.67,9104.4,8635.84,0.5287,5.84,2.65,20,15,9377.53,357.37,-357.37,0.0,357.37,1.0,8831.27,329.62,0.0,29.62,0.0667,134.19,-134.19,0.9333
2000-04-20,9084.86,9109.05,9175.75,8943.89,8559.87,0.5126,5.85,2.65,20,15,9382.32,343.47,-343.47,0.0,343.47,1.0,8835.78,316.24,0.0,16.24,0.0625,40.33,-40.33,0.9375
2000-04-21,9130.32,9120.48,9243.04,9105.31,8349.91,0.497,5.84,2.65,20,15,9394.09,330.26,-330.26,0.0,330.26,1.0,8846.87,303.57,0.0,3.57,0.0588,-193.39,193.39,0.9412
2000-04-24,9128.95,8808.09,9128.95,8808.09,8560.44,0.5204,5.81,2.66,18,15,9072.33,338.61,-338.61,0.0,338.61,1.0,8543.85,312.21,0.0,12.21,0.1111,312.21,-312.21,0.8889
2000-04-25,8711.68,8921.12,8923.27,8672.41,8465.02,0.5096,5.82,2.66,20,15,9188.75,333.74,-333.74,0.0,333.74,1.0,8653.49,307.35,0.0,7.35,0.1053,118.88,-118.88,0.8947
2000-04-26,8992.62,8535.96,9022.77,8465.76,8727.82,0.5531,5.86,2.66,20,15,8792.04,355.12,-355.12,0.0,355.12,1.0,8279.88,328.37,0.05,328.37,0.15,328.37,-328.37,0.85
2000-04-27,8587.03,8541.95,8633.39,8458.4,9085.74,0.5363,5.84,2.66,20,15,8798.21,341.49,-53.96,0.0476,53.96,0.9524,8285.69,315.32,0.0952,315.32,0.1905,315.32,-315.32,0.8095
2000-04-28,8595.01,8824.36,8860.5,8478.48,9087.21,0.5513,5.86,2.66,20,15,9089.09,365.56,-365.56,0.0455,365.56,0.9545,8559.63,337.99,0.0909,37.99,0.2273,337.99,-337.99,0.7727
2000-04-29,8835.17,8777.35,8906.67,8725.38,9119.77,0.5354,5.86,2.67,20,15,9040.67,350.15,-271.05,0.087,271.05,0.913,8514.03,323.22,0.087,23.22,0.2609,323.22,-323.22,0.7391
2000-05-02,8836.83,8638.75,8838.78,8636.27,8820.35,0.5267,5.86,2.67,18,15,8897.91,337.47,-337.47,0.0833,337.47,0.9167,8379.59,311.24,0.0833,11.24,0.2917,311.24,-311.24,0.7083
2000-05-03,8537.35,8420.0,8587.0,8395.23,8807.57,0.5308,5.85,2.67,19,15,8672.6,332.13,-197.16,0.12,197.16,0.88,8167.4,306.51,0.12,306.51,0.32,306.51,-306.51,0.68
2000-05-04,8444.07,8425.38,8655.2,8338.92,8671.01,0.5146,5.86,2.68,19,15,8678.14,319.28,-319.28,0.1154,319.28,0.8846,8172.62,294.12,0.1538,294.12,0.3462,294.12,-294.12,0.6538
2000-05-05,8389.9,8698.53,8699.02,8343.37,8500.41,0.5303,5.85,2.68,19,15,8959.49,342.76,-342.76,0.1111,342.76,0.8889,8437.57,316.3,0.1481,16.3,0.3704,316.3,-316.3,0.6296
2000-05-06,8699.48,8657.13,8774.25,8620.58,8438.1,0.5149,5.86,2.68,19,15,8916.84,328.29,-328.29,0.1071,328.29,0.8929,8397.42,302.43,0.1429,2.43,0.3929,302.43,-302.43,0.6071
2000-05-08,8669.47,8616.18,8742.69,8538.5,8559.46,0.4999,5.87,2.68,18,15,8874.67,314.38,-314.38,0.1034,314.38,0.8966,8357.69,289.08,0.1379,-10.92,0.4138,289.08,-289.08,0.5862
2000-05-09,8607.65,8635.84,8660.77,8566.64,8588.25,0.4848,5.88,2.68,20,15,8894.92,302.66,-302.66,0.1,302.66,0.9,8376.76,277.75,0.1333,-22.25,0.4333,277.75,-277.75,0.5667
2000-05-10,8693.87,8559.87,8749.62,8559.87,8764.42,0.4727,5.88,2.69,20,15,8816.67,290.04,-290.04,0.0968,290.04,0.9032,8303.07,265.77,0.1613,265.77,0.4516,265.77,-265.77,0.5484
2000-05-11,8427.34,8349.91,8440.78,8281.68,8939.52,0.4792,5.87,2.69,20,15,8600.41,288.1,51.01,0.125,-51.01,0.875,8099.41,264.24,0.1875,264.24,0.4688,264.24,-264.24,0.5312
2000-05-12,8472.82,8560.44,8603.87,8454.72,8842.63,0.4853,5.88,2.69,20,15,8817.25,300.4,-275.02,0.1515,275.02,0.8485,8303.63,275.71,0.2121,275.71,0.4848,275.71,-275.71,0.5152
