date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9374.61,0.421,5.96,2.61,14,10,10052.05,248.63,-248.63,0.0,248.63,1.0,9657.85,231.6,0.0,-68.4,0.0,-51.64,51.64,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,8866.8,0.4229,5.93,2.61,14,10,10251.44,255.01,-255.01,0.0,255.01,1.0,9849.42,237.71,0.0,-62.29,0.0,-744.91,744.91,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8993.68,0.417,5.9,2.62,12,10,10389.89,253.63,-253.63,0.0,253.63,1.0,9982.45,236.37,0.0,-63.63,0.0,-752.4,752.4,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,9307.03,0.4221,5.9,2.62,12,10,10168.67,252.19,-252.19,0.0,252.19,1.0,9769.89,235.2,0.0,-64.8,0.0,-227.66,227.66,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,9104.4,0.4101,5.92,2.62,12,10,10119.45,241.75,-241.75,0.0,241.75,1.0,9722.61,225.04,0.0,-74.96,0.0,-393.17,393.17,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,9109.05,0.3977,5.89,2.62,12,10,10133.26,232.41,-232.41,0.0,232.41,1.0,9735.88,216.05,0.0,-83.95,0.0,-410.78,410.78,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,9120.48,0.4005,5.9,2.63,11,10,10330.03,239.17,-239.17,0.0,239.17,1.0,9924.93,222.39,0.0,-77.61,0.0,-582.06,582.06,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8808.09,0.3897,5.92,2.63,13,10,10269.41,229.32,-229.32,0.0,229.32,1.0,9866.69,212.86,0.0,-87.14,0.0,-845.74,845.74,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8921.12,0.3881,5.89,2.63,13,10,10109.62,224.42,-224.42,0.0,224.42,1.0,9713.16,208.33,0.0,-91.67,0.0,-583.71,583.71,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8535.96,0.4026,5.86,2.63,13,10,9855.85,229.67,-229.67,0.0,229.67,1.0,9469.35,213.76,0.0,-86.24,0.0,-719.63,719.63,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8541.95,0.4259,5.86,2.64,13,10,9562.1,239.9,-239.9,0.0,239.9,1.0,9187.12,224.01,0.0,-75.99,0.0,-421.16,421.16,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8824.36,0.5187,5.85,2.64,13,10,9044.14,291.43,-291.43,0.0,291.43,1.0,8689.46,274.71,0.0,-25.29,0.0833,274.71,-274.71,0.9167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8777.35,0.5092,5.85,2.64,12,10,9173.55,288.89,-288.89,0.0,288.89,1.0,8813.81,272.12,0.0,-27.88,0.0769,235.66,-235.66,0.9231
2000-04-18,9220.96,9307.03,9389.35,9220.96,8638.75,0.5301,5.84,2.64,14,10,9493.17,314.22,-314.22,0.0,314.22,1.0,9120.89,296.53,0.0,-3.47,0.0714,-185.61,185.61,0.9286
2000-04-19,9435.02,9104.4,9477.67,9104.4,8420.0,0.5287,5.84,2.65,14,10,9286.49,306.39,-306.39,0.0,306.39,1.0,8922.31,289.1,0.0,-10.9,0.0667,-213.21,213.21,0.9333
2000-04-20,9084.86,9109.05,9175.75,8943.89,8425.38,0.5126,5.85,2.65,14,10,9291.23,295.01,-295.01,0.0,295.01,1.0,8926.87,277.98,0.0,-22.02,0.0625,-223.51,223.51,0.9375
2000-04-21,9130.32,9120.48,9243.04,9105.31,8698.53,0.497,5.84,2.65,14,10,9302.89,284.19,-284.19,0.0,284.19,1.0,8938.07,267.46,0.0,-32.54,0.0588,27.92,-27.92,0.9412
2000-04-24,9128.95,8808.09,9128.95,8808.09,8657.13,0.5204,5.81,2.66,12,10,8984.25,290.59,-290.59,0.0,290.59,1.0,8631.93,274.12,0.0,-25.88,0.1111,274.12,-274.12,0.8889
2000-04-25,8711.68,8921.12,8923.27,8672.41,8616.18,0.5096,5.82,2.66,13,10,9099.54,286.76,-286.76,0.0,286.76,1.0,8742.7,270.27,0.0,-29.73,0.1053,143.75,-143.75,0.8947
2000-04-26,8992.62,8535.96,9022.77,8465.76,8635.84,0.5531,5.86,2.66,13,10,8706.68,303.71,-303.71,0.0,303.71,1.0,8365.24,287.1,0.05,287.1,0.15,287.1,-287.1,0.85
2000-04-27,8587.03,8541.95,8633.39,8458.4,8559.87,0.5363,5.84,2.66,13,10,8712.79,292.56,-292.56,0.0,292.56,1.0,8371.11,276.27,0.0952,276.27,0.1905,276.27,-276.27,0.8095
2000-04-28,8595.01,8824.36,8860.5,8478.48,8349.91,0.5513,5.86,2.66,13,10,9000.85,312.7,-312.7,0.0,312.7,1.0,8647.87,295.57,0.0909,-4.43,0.1818,-2.39,2.39,0.8182
