date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,9921.03,0.421,5.96,2.61,7,4,10249.15,92.49,-92.49,0.0,92.49,1.0,9460.75,81.79,1.0,81.79,1.0,81.79,-81.79,0.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,9934.57,0.4229,5.93,2.61,7,4,10452.45,95.2,-95.2,0.0,95.2,1.0,9648.41,84.26,1.0,84.26,1.0,84.26,-84.26,0.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,10068.05,0.417,5.9,2.62,6,5,10593.62,93.64,-93.64,0.0,93.64,1.0,9778.72,82.8,1.0,82.8,1.0,82.8,-82.8,0.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,9911.39,0.4221,5.9,2.62,6,5,10368.05,94.0,-94.0,0.0,94.0,1.0,9570.51,83.22,1.0,83.22,1.0,83.22,-83.22,0.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,9662.6,0.4101,5.92,2.62,6,5,10317.87,88.09,-88.09,0.0,88.09,1.0,9524.19,77.74,1.0,77.74,1.0,77.74,-77.74,0.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,9374.61,0.3977,5.89,2.62,6,5,10331.95,82.59,-82.59,0.0,82.59,1.0,9537.19,72.65,0.8333,-227.35,0.8333,-89.93,89.93,0.1667
2000-04-10,9962.65,10127.48,10168.72,9956.65,8866.8,0.4005,5.9,2.63,5,5,10532.58,85.49,-85.49,0.0,85.49,1.0,9722.38,75.26,0.7143,-224.74,0.7143,-780.32,780.32,0.2857
2000-04-11,10104.87,10068.05,10194.91,10059.41,8993.68,0.3897,5.92,2.63,6,5,10470.77,80.1,-80.1,0.0,80.1,1.0,9665.33,70.29,0.625,-229.71,0.625,-601.36,601.36,0.375
2000-04-12,10067.27,9911.39,10149.32,9909.03,9307.03,0.3881,5.89,2.63,6,5,10307.85,78.1,-78.1,0.0,78.1,1.0,9514.93,68.52,0.5556,-231.48,0.5556,-139.38,139.38,0.4444
2000-04-13,9720.67,9662.6,9746.99,9564.72,9104.4,0.4026,5.86,2.63,6,5,10049.1,82.45,-82.45,0.0,82.45,1.0,9276.1,72.66,0.5,-227.34,0.5,-99.04,99.04,0.5
2000-04-14,9517.45,9374.61,9662.12,9374.49,9109.05,0.4259,5.86,2.64,6,5,9749.59,90.05,-90.05,0.0,90.05,1.0,8999.63,79.85,0.4545,-220.15,0.5455,79.85,-79.85,0.4545
2000-04-15,9086.36,8866.8,9086.36,8780.08,9120.48,0.5187,5.85,2.64,6,5,9221.47,124.88,-124.88,0.0,124.88,1.0,8512.13,112.69,0.5,112.69,0.5833,112.69,-112.69,0.4167
2000-04-17,8848.16,8993.68,9013.14,8796.77,8808.09,0.5092,5.85,2.64,7,5,9353.43,122.44,-122.44,0.0,122.44,1.0,8633.93,110.34,0.5385,110.34,0.6154,110.34,-110.34,0.3846
2000-04-18,9220.96,9307.03,9389.35,9220.96,8921.12,0.5301,5.84,2.64,7,5,9679.31,136.37,-136.37,0.0,136.37,1.0,8934.75,123.28,0.5,-176.72,0.5714,109.65,-109.65,0.4286
2000-04-19,9435.02,9104.4,9477.67,9104.4,8535.96,0.5287,5.84,2.65,7,5,9468.58,132.77,-132.77,0.0,132.77,1.0,8740.22,120.0,0.4667,-180.0,0.5333,-84.26,84.26,0.4667
2000-04-20,9084.86,9109.05,9175.75,8943.89,8541.95,0.5126,5.85,2.65,7,5,9473.41,125.53,-125.53,0.0,125.53,1.0,8744.69,113.19,0.4375,-186.81,0.5,-89.55,89.55,0.5
2000-04-21,9130.32,9120.48,9243.04,9105.31,8824.36,0.497,5.84,2.65,7,5,9485.3,118.67,-118.67,0.0,118.67,1.0,8755.66,106.75,0.4118,-193.25,0.5294,106.75,-106.75,0.4706
2000-04-24,9128.95,8808.09,9128.95,8808.09,8777.35,0.5204,5.81,2.66,5,5,9160.41,124.77,-124.77,0.0,124.77,1.0,8455.77,112.67,0.4444,112.67,0.5556,112.67,-112.67,0.4444
