date,open,close,high,low,final,sigma,bond_yield%,cash_yield%,duration,trading_days,call_strike,call_price,bc_earn,bc_win%,sc_earn,sc_win%,put_strike,put_price,sp_SL_win%,sp_earn_SL,sp_final_win%,sp_earn_final,bp_earn,bp_win%
2000-03-31,9890.89,9854.95,10011.96,9798.61,8541.95,0.421,5.96,2.61,27,20,10052.05,388.99,-388.99,0.0,388.99,1.0,9657.85,357.18,0.0,57.18,0.0,-758.72,758.72,1.0
2000-04-01,9892.78,10050.43,10050.43,9816.22,8824.36,0.4229,5.93,2.61,27,20,10251.44,398.73,-398.73,0.0,398.73,1.0,9849.42,366.47,0.0,66.47,0.0,-658.59,658.59,1.0
2000-04-05,9923.74,10186.17,10238.11,9923.74,8777.35,0.417,5.9,2.62,24,20,10389.89,397.18,-397.18,0.0,397.18,1.0,9982.45,364.95,0.0,64.95,0.0,-840.15,840.15,1.0
2000-04-06,10225.77,9969.28,10328.98,9969.28,8638.75,0.4221,5.9,2.62,26,20,10168.67,394.38,-394.38,0.0,394.38,1.0,9769.89,362.71,0.0,62.71,0.0,-768.43,768.43,1.0
2000-04-07,10035.26,9921.03,10128.26,9913.38,8420.0,0.4101,5.92,2.62,26,20,10119.45,379.29,-379.29,0.0,379.29,1.0,9722.61,348.02,0.0,48.02,0.0,-954.59,954.59,1.0
2000-04-08,10009.75,9934.57,10061.03,9894.26,8425.38,0.3977,5.89,2.62,26,20,10133.26,365.94,-365.94,0.0,365.94,1.0,9735.88,335.2,0.0,35.2,0.0,-975.3,975.3,1.0
2000-04-10,9962.65,10127.48,10168.72,9956.65,8698.53,0.4005,5.9,2.63,25,20,10330.03,376.26,-376.26,0.0,376.26,1.0,9924.93,344.79,0.0,44.79,0.0,-881.61,881.61,1.0
2000-04-11,10104.87,10068.05,10194.91,10059.41,8657.13,0.3897,5.92,2.63,25,20,10269.41,361.97,-361.97,0.0,361.97,1.0,9866.69,330.95,0.0,30.95,0.0,-878.61,878.61,1.0
2000-04-12,10067.27,9911.39,10149.32,9909.03,8616.18,0.3881,5.89,2.63,26,20,10109.62,354.4,-354.4,0.0,354.4,1.0,9713.16,324.09,0.0,24.09,0.0,-772.89,772.89,1.0
2000-04-13,9720.67,9662.6,9746.99,9564.72,8635.84,0.4026,5.86,2.63,26,20,9855.85,361.07,-361.07,0.0,361.07,1.0,9469.35,331.26,0.0,31.26,0.0,-502.25,502.25,1.0
2000-04-14,9517.45,9374.61,9662.12,9374.49,8559.87,0.4259,5.86,2.64,26,20,9562.1,374.73,-374.73,0.0,374.73,1.0,9187.12,345.2,0.0,45.2,0.0,-282.05,282.05,1.0
2000-04-15,9086.36,8866.8,9086.36,8780.08,8349.91,0.5187,5.85,2.64,26,20,9044.14,446.44,-446.44,0.0,446.44,1.0,8689.46,416.15,0.0,116.15,0.0,76.6,-76.6,1.0
